timestamp,year,month,day,hour,minute,second,latitude,longitude,altitude_msl,altitude_ellipsoid,horizontal_accuracy,vertical_accuracy,fix_type,carrier_solution,num_satellites,pDOP,speed_2d,heading,vel_north,vel_east,vel_down,flags,source
233829.0,2026,5,19,16,56,0,32.8683001,-117.2513023,76.764,42.96,3.641,6.625,3,0,17,0.015600000000000001,0.015,0.0,0.014,0.003,-0.006,0,PVT
233830.0,2026,5,19,16,56,0,32.8682999,-117.2513026,76.584,42.781,3.462,6.287,3,0,17,0.015600000000000001,0.01,0.0,0.008,-0.005,0.002,0,PVT
233831.0,2026,5,19,16,56,0,32.8683003,-117.2513029,76.481,42.677,3.31,6.023,3,0,17,0.015600000000000001,0.017,0.0,0.015,-0.009,-0.044,0,PVT
233832.0,2026,5,19,16,56,0,32.8682999,-117.2513029,76.267,42.463,3.181,5.787,3,0,17,0.015600000000000001,0.02,0.0,0.02,0.002,-0.038,0,PVT
233833.0,2026,5,19,16,56,0,32.8682998,-117.2513029,76.077,42.273,3.07,5.586,3,0,17,0.015600000000000001,0.023,0.0,0.023,-0.003,-0.051,0,PVT
233834.0,2026,5,19,16,56,0,32.8682998,-117.2513029,75.949,42.145,2.971,5.421,3,0,17,0.015600000000000001,0.038,0.0,0.027,-0.027,-0.054,0,PVT
233835.0,2026,5,19,16,56,0,32.8683002,-117.2513032,75.669,41.865,2.867,5.264,3,0,16,0.0163,0.014,0.0,-0.002,-0.013,-0.063,0,PVT
233836.0,2026,5,19,16,56,0,32.8683013,-117.2513031,75.54,41.737,2.776,5.127,3,0,16,0.0163,0.017,0.0,0.017,0.0,-0.05,0,PVT
233837.0,2026,5,19,16,56,0,32.8683013,-117.2513033,75.469,41.666,2.718,5.02,3,0,16,0.0163,0.009,0.0,-0.008,0.004,-0.057,0,PVT
233838.0,2026,5,19,16,57,0,32.8683016,-117.2513038,75.261,41.457,2.659,4.914,3,0,16,0.0163,0.013,0.0,-0.012,0.005,-0.01,0,PVT
233839.0,2026,5,19,16,57,0,32.8683018,-117.2513039,75.111,41.308,2.597,4.806,3,0,16,0.0163,0.007,0.0,0.007,-0.002,-0.04,0,PVT
233840.0,2026,5,19,16,57,0,32.8683022,-117.2513041,74.912,41.109,2.542,4.716,3,0,16,0.0163,0.014,0.0,-0.001,0.014,-0.042,0,PVT
233841.0,2026,5,19,16,57,0,32.8683028,-117.251304,74.718,40.914,2.493,4.638,3,0,16,0.0163,0.017,0.0,0.017,-0.003,-0.05,0,PVT
