timestamp,year,month,day,hour,minute,second,latitude,longitude,altitude_msl,altitude_ellipsoid,horizontal_accuracy,vertical_accuracy,fix_type,carrier_solution,num_satellites,pDOP,speed_2d,heading,vel_north,vel_east,vel_down,flags,source
335779.0,2026,5,20,21,16,0,32.8694702,-117.2520905,56.609,22.806,1.927,3.69,3,0,22,0.011399999999999999,0.031,0.0018039704000000001,0.029,0.009,-0.01,0,PVT
335780.0,2026,5,20,21,16,0,32.8694698,-117.2520901,56.858,23.055,1.786,3.408,3,0,22,0.011399999999999999,0.021,0.0018039704000000001,-0.011,0.018,0.017,0,PVT
335781.0,2026,5,20,21,16,0,32.8694699,-117.2520907,56.665,22.863,1.67,3.183,3,0,22,0.011399999999999999,0.009,0.0018039704000000001,0.0,0.009,-0.002,0,PVT
335782.0,2026,5,20,21,16,0,32.8694694,-117.2520909,56.671,22.869,1.577,3.021,3,0,22,0.011399999999999999,0.016,0.0018039704000000001,0.003,0.016,-0.001,0,PVT
335783.0,2026,5,20,21,16,0,32.8694692,-117.252091,56.564,22.762,1.509,2.897,3,0,22,0.011399999999999999,0.013,0.0018039704000000001,0.01,0.008,0.064,0,PVT
335784.0,2026,5,20,21,16,0,32.8694687,-117.252091,56.666,22.863,1.43,2.746,3,0,22,0.011399999999999999,0.018,0.0018039704000000001,0.001,0.018,0.021,0,PVT
335785.0,2026,5,20,21,16,0,32.8694682,-117.2520909,56.318,22.516,1.409,2.704,3,0,22,0.011399999999999999,0.107,0.0015315031999999999,-0.095,0.048,0.049,0,PVT
335786.0,2026,5,20,21,16,0,32.8694651,-117.2520882,56.147,22.345,1.391,2.663,3,0,22,0.011399999999999999,0.519,0.0014688524,-0.434,0.283,-0.05,0,PVT
335787.0,2026,5,20,21,16,0,32.8694599,-117.2520854,56.055,22.253,1.37,2.614,3,0,22,0.011399999999999999,0.718,0.001591018,-0.67,0.256,-0.178,0,PVT
335788.0,2026,5,20,21,16,0,32.8694581,-117.2520848,55.767,21.965,1.349,2.563,3,0,22,0.011399999999999999,0.049,0.0015559562,-0.043,-0.023,0.076,0,PVT
335789.0,2026,5,20,21,16,0,32.8694582,-117.2520848,55.515,21.712,1.329,2.519,3,0,22,0.011399999999999999,0.005,0.0015559562,0.004,0.001,0.019,0,PVT
335790.0,2026,5,20,21,16,0,32.8694586,-117.252085,55.31,21.508,1.31,2.476,3,0,22,0.011399999999999999,0.03,0.0015559562,0.026,-0.015,0.019,0,PVT
335791.0,2026,5,20,21,16,0,32.8694586,-117.2520849,55.174,21.371,1.292,2.436,3,0,22,0.011399999999999999,0.036,0.0015559562,-0.034,0.012,0.01,0,PVT
335792.0,2026,5,20,21,16,0,32.8694585,-117.252085,55.041,21.238,1.275,2.399,3,0,22,0.011399999999999999,0.007,0.0015559562,0.003,-0.006,0.008,0,PVT
335793.0,2026,5,20,21,16,0,32.8694585,-117.2520853,54.905,21.103,1.258,2.362,3,0,22,0.011399999999999999,0.012,0.0015559562,-0.005,-0.011,0.008,0,PVT
335794.0,2026,5,20,21,16,0,32.8694585,-117.2520855,54.793,20.99,1.241,2.329,3,0,22,0.011399999999999999,0.002,0.0015559562,-0.001,0.002,0.015,0,PVT
335795.0,2026,5,20,21,16,0,32.8694586,-117.2520857,54.651,20.849,1.225,2.293,3,0,22,0.011399999999999999,0.007,0.0015559562,0.003,-0.006,0.02,0,PVT
335796.0,2026,5,20,21,16,0,32.8694586,-117.2520861,54.507,20.704,1.208,2.256,3,0,22,0.011399999999999999,0.007,0.0015559562,-0.005,-0.005,0.007,0,PVT
335797.0,2026,5,20,21,16,0,32.8694586,-117.2520864,54.399,20.596,1.194,2.228,3,0,22,0.011399999999999999,0.014,0.0015559562,0.006,-0.013,0.053,0,PVT
335798.0,2026,5,20,21,16,0,32.8694587,-117.2520868,54.305,20.503,1.179,2.195,3,0,22,0.011399999999999999,0.011,0.0015559562,0.01,-0.004,-0.002,0,PVT
335799.0,2026,5,20,21,16,0,32.8694588,-117.252087,54.24,20.437,1.166,2.166,3,0,22,0.011399999999999999,0.008,0.0015559562,0.005,-0.006,0.001,0,PVT
335800.0,2026,5,20,21,16,0,32.8694588,-117.2520873,54.163,20.361,1.153,2.138,3,0,22,0.011399999999999999,0.005,0.0015559562,-0.002,-0.004,0.012,0,PVT
335801.0,2026,5,20,21,16,0,32.8694588,-117.2520876,54.098,20.296,1.14,2.111,3,0,22,0.011399999999999999,0.005,0.0015559562,0.0,-0.005,-0.003,0,PVT
335802.0,2026,5,20,21,16,0,32.8694589,-117.2520878,54.03,20.227,1.128,2.085,3,0,22,0.011399999999999999,0.005,0.0015559562,0.002,0.004,0.015,0,PVT
335803.0,2026,5,20,21,16,0,32.869459,-117.252088,53.943,20.141,1.116,2.058,3,0,22,0.011399999999999999,0.007,0.0015559562,0.007,-0.001,0.017,0,PVT
335804.0,2026,5,20,21,16,0,32.8694591,-117.2520883,53.871,20.069,1.104,2.033,3,0,22,0.011399999999999999,0.007,0.0015559562,0.007,-0.001,0.015,0,PVT
335805.0,2026,5,20,21,16,0,32.8694591,-117.2520885,53.812,20.01,1.094,2.01,3,0,22,0.011399999999999999,0.003,0.0015559562,0.003,-0.002,0.007,0,PVT
335806.0,2026,5,20,21,16,0,32.8694591,-117.2520887,53.752,19.95,1.084,1.988,3,0,22,0.011399999999999999,0.005,0.0015559562,0.003,0.004,0.007,0,PVT
335807.0,2026,5,20,21,16,0,32.8694591,-117.2520888,53.7,19.898,1.074,1.967,3,0,22,0.011399999999999999,0.005,0.0015559562,0.003,0.003,0.01,0,PVT
335808.0,2026,5,20,21,16,0,32.8694591,-117.252089,53.643,19.841,1.065,1.947,3,0,22,0.011399999999999999,0.006,0.0015559562,0.006,-0.001,0.014,0,PVT
335809.0,2026,5,20,21,16,0,32.8694591,-117.2520891,53.581,19.779,1.056,1.928,3,0,22,0.011399999999999999,0.005,0.0015559562,0.0,0.005,0.017,0,PVT
335810.0,2026,5,20,21,16,0,32.869459,-117.2520893,53.535,19.733,1.047,1.909,3,0,22,0.011399999999999999,0.003,0.0015559562,0.002,0.001,0.011,0,PVT
335811.0,2026,5,20,21,16,0,32.8694589,-117.2520893,53.499,19.697,1.039,1.891,3,0,22,0.011399999999999999,0.007,0.0015559562,-0.005,0.006,0.018,0,PVT
335812.0,2026,5,20,21,16,0,32.8694589,-117.2520895,53.469,19.666,1.032,1.875,3,0,22,0.011399999999999999,0.001,0.0015559562,0.0,0.001,-0.003,0,PVT
335813.0,2026,5,20,21,16,0,32.8694588,-117.2520895,53.425,19.623,1.024,1.859,3,0,22,0.011399999999999999,0.006,0.0015559562,0.004,0.004,0.004,0,PVT
335814.0,2026,5,20,21,16,0,32.8694587,-117.2520896,53.386,19.583,1.017,1.846,3,0,22,0.011399999999999999,0.009,0.0015559562,-0.007,0.006,0.007,0,PVT
335815.0,2026,5,20,21,16,0,32.8694585,-117.2520896,53.342,19.539,1.01,1.833,3,0,22,0.011399999999999999,0.006,0.0015559562,-0.001,0.006,-0.005,0,PVT
335816.0,2026,5,20,21,16,0,32.8694471,-117.2520807,53.351,19.549,1.455,1.774,3,0,22,0.0128,0.036,0.0015559562,-0.034,0.011,-0.086,0,PVT
335817.0,2026,5,20,21,16,0,32.8694325,-117.2520724,51.204,17.402,0.014,0.01,3,2,22,0.0128,0.004,0.0015559562,0.004,-0.001,-0.007,0,PVT
335818.0,2026,5,20,21,16,0,32.8694325,-117.2520724,51.208,17.405,0.014,0.01,3,2,22,0.0128,0.006,0.0015559562,0.006,-0.001,0.01,0,PVT
335819.0,2026,5,20,21,16,0,32.8694325,-117.2520725,51.212,17.41,0.014,0.01,3,2,22,0.0128,0.004,0.0015559562,0.003,0.002,0.021,0,PVT
335820.0,2026,5,20,21,16,0,32.8694324,-117.2520725,51.206,17.404,0.014,0.01,3,2,22,0.0128,0.001,0.0015559562,0.001,0.0,0.006,0,PVT
335821.0,2026,5,20,21,16,0,32.8694325,-117.2520725,51.214,17.412,0.014,0.01,3,2,22,0.0128,0.009,0.0015559562,-0.009,-0.002,0.0,0,PVT
335822.0,2026,5,20,21,16,0,32.8694325,-117.2520725,51.21,17.407,0.014,0.01,3,2,22,0.0128,0.005,0.0015559562,-0.003,-0.005,-0.026,0,PVT
335823.0,2026,5,20,21,16,0,32.8694324,-117.2520725,51.21,17.408,0.014,0.01,3,2,22,0.0128,0.006,0.0015559562,-0.002,-0.005,-0.015,0,PVT
335824.0,2026,5,20,21,16,0,32.8694324,-117.2520725,51.206,17.403,0.014,0.01,3,2,22,0.0128,0.013,0.0015559562,-0.01,-0.008,-0.02,0,PVT
335825.0,2026,5,20,21,16,0,32.8694324,-117.2520725,51.208,17.406,0.014,0.012,3,2,22,0.0128,0.007,0.0015559562,0.0,-0.007,-0.026,0,PVT
335826.0,2026,5,20,21,16,0,32.8694325,-117.2520725,51.208,17.406,0.014,0.014,3,2,22,0.0128,0.01,0.0015559562,-0.002,-0.01,-0.008,0,PVT
335827.0,2026,5,20,21,16,0,32.8694325,-117.2520725,51.209,17.406,0.014,0.016,3,2,22,0.0128,0.005,0.0015559562,-0.002,-0.005,-0.016,0,PVT
