timestamp,year,month,day,hour,minute,second,latitude,longitude,altitude_msl,altitude_ellipsoid,horizontal_accuracy,vertical_accuracy,fix_type,carrier_solution,num_satellites,pDOP,speed_2d,heading,vel_north,vel_east,vel_down,flags,source
243553.0,2026,5,19,19,38,0,32.868378,-117.2512892,62.025,28.221,2.087,4.176,3,0,24,0.012199999999999999,0.001,0.0,0.0,-0.001,0.014,0,PVT
243554.0,2026,5,19,19,38,0,32.8683782,-117.2512891,61.92,28.117,1.962,3.929,3,0,24,0.012199999999999999,0.001,0.0,0.001,0.0,0.012,0,PVT
243555.0,2026,5,19,19,38,0,32.8683782,-117.2512891,61.797,27.994,1.858,3.723,3,0,24,0.012199999999999999,0.005,0.0,0.004,-0.003,0.008,0,PVT
243556.0,2026,5,19,19,38,0,32.8683782,-117.2512891,61.707,27.904,1.767,3.544,3,0,24,0.012199999999999999,0.003,0.0,-0.003,0.0,0.005,0,PVT
243557.0,2026,5,19,19,38,0,32.8683781,-117.2512892,61.632,27.828,1.689,3.393,3,0,24,0.012199999999999999,0.004,0.0,0.003,-0.003,0.01,0,PVT
243558.0,2026,5,19,19,39,0,32.8683781,-117.2512893,61.545,27.742,1.622,3.259,3,0,24,0.012199999999999999,0.003,0.0,0.002,0.002,0.022,0,PVT
243559.0,2026,5,19,19,39,0,32.868378,-117.2512894,61.471,27.668,1.563,3.142,3,0,24,0.012199999999999999,0.004,0.0,0.0,-0.004,0.014,0,PVT
243560.0,2026,5,19,19,39,0,32.8683779,-117.2512894,61.397,27.593,1.509,3.034,3,0,24,0.012199999999999999,0.002,0.0,0.002,-0.001,0.005,0,PVT
243561.0,2026,5,19,19,39,0,32.8683778,-117.2512895,61.322,27.519,1.46,2.936,3,0,24,0.012199999999999999,0.003,0.0,0.002,-0.002,0.004,0,PVT
243562.0,2026,5,19,19,39,0,32.8683776,-117.2512896,61.255,27.451,1.416,2.849,3,0,24,0.012199999999999999,0.001,0.0,-0.001,0.0,0.013,0,PVT
243563.0,2026,5,19,19,39,0,32.8683774,-117.2512897,61.205,27.402,1.376,2.768,3,0,24,0.012199999999999999,0.002,0.0,0.002,0.0,0.009,0,PVT
